ano,mes,data,regiao,uf,modalidade_credito,valor_credito,taxa_juros,inadimplencia_percentual,quantidade_clientes,renda_media,prazo_medio_pagamento,risco_credito,setor_economico
2017,6,2017-06-01,Centro-Oeste,MS,Cartão,8713813.4,82.04,10.15,10758,5546.04,35.8,Baixo,Comércio
2017,6,2017-06-01,Sudeste,SP,Imobiliário,8543585.5,66.23,16.77,12479,1504.89,234.9,Alto,Comércio
2017,6,2017-06-01,Sudeste,SP,Cartão,4011675.66,84.08,19.02,41238,3102.23,30.4,Alto,Agropecuária
2017,6,2017-06-01,Sudeste,SP,Empresarial,1800448.33,84.39,1.18,1070,4931.86,62.8,Médio,Agropecuária
2017,6,2017-06-01,Sudeste,RJ,Empresarial,886354.92,66.72,12.84,4769,3349.56,71.0,Baixo,Agropecuária
2017,6,2017-06-01,Sudeste,RJ,Cartão,5678852.51,73.93,12.57,7764,4997.25,21.6,Baixo,Indústria
2017,6,2017-06-01,Sudeste,RJ,Crédito pessoal,2876390.46,9.29,11.18,30765,5244.74,151.5,Médio,Comércio
2017,6,2017-06-01,Sudeste,RJ,Veículos,7936524.22,75.49,7.37,13653,4747.88,37.0,Médio,Serviços
2017,6,2017-06-01,Sudeste,MG,Empresarial,1918698.67,77.63,11.93,2634,4544.29,225.9,Médio,Indústria
2017,6,2017-06-01,Sudeste,MG,Imobiliário,3041425.3,49.77,2.91,13882,4120.99,31.8,Alto,Agropecuária
2017,6,2017-06-01,Sudeste,MG,Empresarial,9906405.1,22.0,5.11,4948,5505.13,119.3,Médio,Comércio
2017,6,2017-06-01,Sudeste,ES,Veículos,7889221.43,27.25,12.87,26255,5352.01,196.8,Médio,Comércio
2017,6,2017-06-01,Sudeste,ES,Imobiliário,6558963.51,41.1,13.27,21905,3792.04,199.6,Médio,Serviços
2017,6,2017-06-01,Sudeste,ES,Empresarial,8008750.84,12.04,4.71,7820,4629.21,74.3,Baixo,Indústria
2017,6,2017-06-01,Sul,PR,Imobiliário,5089627.79,19.16,8.85,18113,4780.61,190.5,Médio,Comércio
2017,6,2017-06-01,Sul,PR,Imobiliário,9548701.76,9.39,15.07,43237,1849.37,114.1,Médio,Agropecuária
2017,6,2017-06-01,Sul,SC,Crédito pessoal,4673190.38,43.62,16.35,30815,5008.36,56.2,Alto,Agropecuária
2017,6,2017-06-01,Sul,SC,Crédito pessoal,4002248.61,47.54,5.32,16877,2936.13,224.1,Baixo,Indústria
2017,6,2017-06-01,Sul,RS,Crédito pessoal,994512.67,34.63,4.96,38986,2306.39,127.8,Baixo,Indústria
2017,6,2017-06-01,Sul,RS,Crédito pessoal,3570527.63,87.81,14.68,12360,3464.59,29.1,Médio,Comércio
2017,7,2017-07-01,Norte,AM,Veículos,3979759.64,76.61,19.46,1955,4454.14,81.0,Baixo,Comércio
2017,7,2017-07-01,Norte,PA,Imobiliário,4438437.22,75.26,11.74,19538,4886.27,89.1,Médio,Comércio
2017,7,2017-07-01,Norte,PA,Empresarial,4911554.15,35.9,7.07,27745,3130.76,207.1,Baixo,Comércio
2017,7,2017-07-01,Norte,RO,Empresarial,8724268.32,46.47,2.19,11648,5444.29,132.8,Médio,Indústria
2017,7,2017-07-01,Norte,TO,Cartão,4760722.26,15.78,6.5,26419,3436.89,38.4,Baixo,Indústria
2017,7,2017-07-01,Nordeste,BA,Imobiliário,184966.4,82.49,9.41,23201,4022.84,208.2,Baixo,Comércio
2017,7,2017-07-01,Nordeste,BA,Empresarial,1953955.34,48.12,18.87,26539,5617.25,142.7,Alto,Comércio
2017,7,2017-07-01,Nordeste,PE,Crédito pessoal,9711846.35,85.25,13.68,37783,2283.57,165.9,Alto,Serviços
2017,7,2017-07-01,Nordeste,PE,Veículos,354070.42,22.18,14.07,30615,2791.25,124.8,Médio,Agropecuária
2017,7,2017-07-01,Nordeste,CE,Cartão,4838536.31,30.4,16.18,49916,3579.58,183.4,Médio,Serviços
2017,7,2017-07-01,Nordeste,CE,Empresarial,984718.02,42.56,14.76,5388,2007.16,209.2,Baixo,Indústria
2017,7,2017-07-01,Nordeste,MA,Imobiliário,1523407.51,6.19,8.8,30226,1741.09,233.2,Alto,Indústria
2017,7,2017-07-01,Nordeste,PB,Cartão,4785874.65,19.77,6.19,34109,4518.25,220.5,Médio,Comércio
2017,7,2017-07-01,Centro-Oeste,DF,Veículos,4740808.65,66.91,12.68,8788,3403.7,146.5,Alto,Serviços
2017,7,2017-07-01,Centro-Oeste,GO,Empresarial,2829881.73,86.69,17.33,13547,4835.75,81.5,Alto,Indústria
2017,7,2017-07-01,Centro-Oeste,GO,Empresarial,7315908.52,78.66,6.71,14661,4853.04,115.9,Alto,Agropecuária
2017,7,2017-07-01,Centro-Oeste,MT,Crédito pessoal,5851553.04,28.52,16.36,39481,1509.04,7.0,Baixo,Serviços
2017,7,2017-07-01,Centro-Oeste,MS,Cartão,3421003.64,81.89,12.38,44547,4674.5,31.8,Baixo,Agropecuária
2017,7,2017-07-01,Sudeste,SP,Veículos,9741494.85,62.71,12.6,18299,3744.33,66.8,Médio,Indústria
2017,7,2017-07-01,Sudeste,SP,Crédito pessoal,7288810.71,31.38,11.49,3388,3478.15,16.5,Baixo,Indústria
2017,7,2017-07-01,Sudeste,SP,Veículos,6173968.82,59.22,1.61,7909,5584.69,81.1,Baixo,Agropecuária
2017,7,2017-07-01,Sudeste,RJ,Imobiliário,8725002.65,77.79,8.71,30449,4821.34,111.8,Médio,Comércio
2017,7,2017-07-01,Sudeste,RJ,Cartão,6641962.35,37.49,5.88,6775,2913.33,64.5,Médio,Comércio
2017,7,2017-07-01,Sudeste,RJ,Empresarial,8023933.11,26.93,18.06,39860,3003.23,202.1,Baixo,Indústria
2017,7,2017-07-01,Sudeste,RJ,Imobiliário,595718.26,77.68,18.54,33576,3392.68,204.0,Alto,Comércio
2017,7,2017-07-01,Sudeste,MG,Crédito pessoal,6503099.33,50.17,7.66,1479,2726.15,9.2,Alto,Serviços
2017,7,2017-07-01,Sudeste,MG,Veículos,338741.95,87.94,1.83,33264,2879.71,7.6,Alto,Comércio
2017,7,2017-07-01,Sudeste,MG,Crédito pessoal,4261458.7,64.18,6.61,25652,5543.64,176.1,Médio,Comércio
2017,7,2017-07-01,Sudeste,ES,Empresarial,8662534.81,48.64,13.86,1270,1870.31,186.6,Baixo,Agropecuária
2017,7,2017-07-01,Sudeste,ES,Empresarial,6867772.05,43.21,15.24,30281,2772.15,228.9,Baixo,Serviços
2017,7,2017-07-01,Sudeste,ES,Empresarial,4634589.72,77.64,2.0,42509,2360.16,212.0,Baixo,Indústria
2017,7,2017-07-01,Sul,PR,Empresarial,1800225.15,24.01,19.82,41139,2357.92,43.7,Alto,Serviços
2017,7,2017-07-01,Sul,PR,Crédito pessoal,6889329.55,43.49,19.15,31859,3849.63,58.8,Médio,Indústria
2017,7,2017-07-01,Sul,SC,Crédito pessoal,8120136.29,8.1,1.76,24821,3259.28,148.6,Baixo,Serviços
2017,7,2017-07-01,Sul,SC,Cartão,5758984.53,60.19,7.01,17404,5345.38,186.4,Alto,Indústria
2017,7,2017-07-01,Sul,RS,Cartão,5694554.28,45.09,14.96,15608,2915.91,11.5,Baixo,Indústria
2017,7,2017-07-01,Sul,RS,Cartão,4881842.61,74.39,10.17,19109,2889.74,212.1,Médio,Indústria
2017,8,2017-08-01,Norte,AM,Cartão,5703151.3,11.69,9.94,22562,5576.99,226.7,Alto,Serviços
2017,8,2017-08-01,Norte,PA,Crédito pessoal,319043.71,32.89,16.39,15182,1896.07,9.0,Alto,Indústria
2017,8,2017-08-01,Norte,PA,Veículos,3149798.41,15.81,6.31,49469,1641.53,132.2,Baixo,Comércio
2017,8,2017-08-01,Norte,RO,Imobiliário,393389.12,89.34,4.58,2375,5746.25,223.2,Médio,Serviços
2017,8,2017-08-01,Norte,TO,Imobiliário,8666030.07,42.92,18.11,35033,3361.3,131.8,Médio,Comércio
2017,8,2017-08-01,Nordeste,BA,Empresarial,1018534.47,12.04,14.44,27852,4590.35,152.7,Alto,Serviços
2017,8,2017-08-01,Nordeste,BA,Empresarial,7338956.63,44.76,6.83,40803,4539.69,223.0,Baixo,Agropecuária
2017,8,2017-08-01,Nordeste,PE,Empresarial,2475485.94,60.33,17.02,37181,3204.64,109.3,Baixo,Comércio
2017,8,2017-08-01,Nordeste,PE,Imobiliário,1824624.67,30.42,10.78,43079,5005.46,234.1,Médio,Comércio
2017,8,2017-08-01,Nordeste,CE,Empresarial,8879339.15,13.65,3.02,20686,4677.16,82.6,Alto,Indústria
2017,8,2017-08-01,Nordeste,CE,Veículos,8147716.06,36.05,5.13,3610,4763.43,132.0,Alto,Agropecuária
2017,8,2017-08-01,Nordeste,MA,Veículos,464281.22,59.15,10.08,43865,5271.89,167.8,Alto,Comércio
2017,8,2017-08-01,Nordeste,PB,Cartão,9288460.77,50.84,1.36,9474,4628.98,93.5,Baixo,Serviços
2017,8,2017-08-01,Centro-Oeste,DF,Cartão,866282.15,71.65,2.78,30391,5153.3,192.6,Alto,Serviços
2017,8,2017-08-01,Centro-Oeste,GO,Veículos,4246599.54,47.58,16.15,36298,4641.34,120.1,Alto,Comércio
2017,8,2017-08-01,Centro-Oeste,GO,Cartão,2408884.71,74.0,3.26,8375,3662.6,164.5,Médio,Serviços
2017,8,2017-08-01,Centro-Oeste,MT,Cartão,1654203.13,86.4,8.53,7649,4995.72,228.6,Baixo,Comércio
2017,8,2017-08-01,Centro-Oeste,MS,Cartão,459375.47,15.94,19.93,10871,5053.35,155.6,Alto,Comércio
2017,8,2017-08-01,Sudeste,SP,Imobiliário,2716850.96,38.95,18.8,4592,1528.9,136.2,Médio,Serviços
2017,8,2017-08-01,Sudeste,SP,Imobiliário,2472732.83,17.46,5.7,31291,5205.09,38.9,Alto,Comércio
2017,8,2017-08-01,Sudeste,SP,Cartão,4304687.34,27.3,12.91,33705,3799.34,216.7,Médio,Serviços
2017,8,2017-08-01,Sudeste,RJ,Empresarial,910778.6,21.19,12.2,43307,3691.24,101.6,Baixo,Indústria
2017,8,2017-08-01,Sudeste,RJ,Imobiliário,7415812.88,21.26,1.06,3249,2672.68,164.4,Alto,Comércio
2017,8,2017-08-01,Sudeste,RJ,Crédito pessoal,2191076.3,71.9,15.29,46165,4181.55,181.4,Médio,Indústria
2017,8,2017-08-01,Sudeste,RJ,Imobiliário,2569132.54,68.3,14.71,13352,1975.31,173.0,Alto,Comércio
2017,8,2017-08-01,Sudeste,MG,Veículos,8649345.87,77.11,11.48,26621,4542.48,147.1,Baixo,Serviços
2017,8,2017-08-01,Sudeste,MG,Crédito pessoal,6215865.39,71.94,2.37,1819,4429.7,35.6,Médio,Agropecuária
2017,8,2017-08-01,Sudeste,MG,Imobiliário,9464182.57,78.26,10.47,43174,5790.77,171.6,Médio,Indústria
2017,8,2017-08-01,Sudeste,ES,Crédito pessoal,6451689.99,66.9,9.34,21444,4132.99,122.9,Alto,Comércio
2017,8,2017-08-01,Sudeste,ES,Crédito pessoal,7356754.51,84.81,8.61,5841,5306.41,91.1,Alto,Serviços
2017,8,2017-08-01,Sudeste,ES,Veículos,4383971.94,24.76,1.59,1648,1534.45,100.3,Alto,Comércio
2017,8,2017-08-01,Sul,PR,Imobiliário,7288118.03,14.99,11.68,30586,2101.48,109.8,Médio,Serviços
2017,8,2017-08-01,Sul,PR,Cartão,6393994.47,40.23,1.27,6762,4198.4,108.1,Médio,Agropecuária
2017,8,2017-08-01,Sul,SC,Cartão,6304336.96,63.76,6.86,19610,5639.76,68.9,Médio,Agropecuária
2017,8,2017-08-01,Sul,SC,Imobiliário,3222101.35,84.25,3.29,38219,2660.12,112.0,Alto,Agropecuária
2017,8,2017-08-01,Sul,RS,Cartão,4769666.0,76.61,15.25,15621,4753.07,122.5,Baixo,Agropecuária
2017,8,2017-08-01,Sul,RS,Crédito pessoal,9555566.91,59.73,18.42,28552,5943.65,138.1,Alto,Serviços
2017,9,2017-09-01,Norte,AM,Veículos,4484667.08,11.11,7.67,16104,2620.15,212.4,Médio,Comércio
2017,9,2017-09-01,Norte,PA,Cartão,4095942.41,53.73,10.44,7585,4362.3,219.9,Baixo,Agropecuária
2017,9,2017-09-01,Norte,PA,Crédito pessoal,2939413.01,40.03,14.86,23900,4058.43,94.3,Médio,Comércio
2017,9,2017-09-01,Norte,RO,Veículos,5517371.64,42.51,10.01,7979,5014.86,86.6,Alto,Indústria
2017,9,2017-09-01,Norte,TO,Imobiliário,1529459.28,82.21,1.57,3708,5019.44,191.3,Médio,Serviços
2017,9,2017-09-01,Nordeste,BA,Cartão,6211688.79,25.45,18.07,26404,4254.85,26.8,Baixo,Serviços
2017,9,2017-09-01,Nordeste,BA,Empresarial,8814659.45,37.47,5.35,24440,1755.45,131.9,Baixo,Serviços
2017,9,2017-09-01,Nordeste,PE,Imobiliário,512084.57,15.12,14.98,26516,5688.87,86.3,Médio,Agropecuária
2017,9,2017-09-01,Nordeste,PE,Veículos,6335295.96,81.88,10.56,22775,5717.11,36.8,Alto,Serviços
2017,9,2017-09-01,Nordeste,CE,Empresarial,4622725.43,72.97,4.68,17979,2113.28,187.7,Médio,Indústria
2017,9,2017-09-01,Nordeste,CE,Empresarial,4792965.81,27.97,10.51,25815,2118.01,221.3,Médio,Comércio
2017,9,2017-09-01,Nordeste,MA,Crédito pessoal,1602266.06,21.89,5.3,6063,5221.2,222.8,Médio,Indústria
2017,9,2017-09-01,Nordeste,PB,Crédito pessoal,6190378.33,29.12,4.92,22498,5974.41,100.9,Baixo,Agropecuária
2017,9,2017-09-01,Centro-Oeste,DF,Crédito pessoal,8691161.32,78.07,7.08,5050,5668.29,112.9,Baixo,Agropecuária
2017,9,2017-09-01,Centro-Oeste,GO,Crédito pessoal,8395823.02,7.83,18.35,560,5261.49,23.0,Médio,Agropecuária
2017,9,2017-09-01,Centro-Oeste,GO,Empresarial,5036892.54,6.83,15.64,39515,2665.9,97.8,Baixo,Serviços
2017,9,2017-09-01,Centro-Oeste,MT,Cartão,6050045.46,26.59,3.96,16297,4292.22,34.7,Baixo,Agropecuária
2017,9,2017-09-01,Centro-Oeste,MS,Cartão,437290.28,37.08,15.7,25728,5919.16,97.0,Baixo,Comércio
2017,9,2017-09-01,Sudeste,SP,Imobiliário,527990.04,64.76,11.88,14570,4564.8,156.7,Baixo,Serviços
2017,9,2017-09-01,Sudeste,SP,Cartão,3655181.54,9.67,6.71,28198,3320.39,90.4,Baixo,Comércio
2017,9,2017-09-01,Sudeste,SP,Veículos,6510299.84,12.48,6.85,13641,3848.61,106.8,Médio,Comércio
2017,9,2017-09-01,Sudeste,RJ,Veículos,5362173.05,12.96,17.55,25116,5715.16,190.1,Médio,Agropecuária
2017,9,2017-09-01,Sudeste,RJ,Crédito pessoal,7945445.03,8.9,11.25,5216,5273.12,138.8,Médio,Indústria
2017,9,2017-09-01,Sudeste,RJ,Cartão,6642213.56,60.32,16.12,41649,1904.59,217.8,Baixo,Serviços
2017,9,2017-09-01,Sudeste,RJ,Empresarial,7131836.46,86.95,12.37,10756,2348.4,42.1,Alto,Indústria
2017,9,2017-09-01,Sudeste,MG,Veículos,8859010.97,20.23,5.89,37486,4298.41,12.8,Alto,Agropecuária
2017,9,2017-09-01,Sudeste,MG,Crédito pessoal,1867861.88,74.6,19.8,21171,5792.99,135.8,Baixo,Comércio
2017,9,2017-09-01,Sudeste,MG,Imobiliário,5921889.67,69.47,14.35,16436,3936.45,6.5,Médio,Serviços
2017,9,2017-09-01,Sudeste,ES,Cartão,2563789.68,69.64,9.12,2523,4231.87,205.5,Alto,Agropecuária
2017,9,2017-09-01,Sudeste,ES,Imobiliário,973862.0,25.75,3.51,17338,3928.35,60.1,Baixo,Comércio
2017,9,2017-09-01,Sudeste,ES,Empresarial,5569185.13,14.62,18.13,37105,1507.8,108.7,Alto,Agropecuária
2017,9,2017-09-01,Sul,PR,Empresarial,7142426.03,71.19,2.28,26710,4266.98,200.7,Alto,Comércio
2017,9,2017-09-01,Sul,PR,Crédito pessoal,1336825.25,33.25,2.81,18130,1777.63,226.3,Alto,Serviços
2017,9,2017-09-01,Sul,SC,Crédito pessoal,3125104.89,24.79,8.04,19758,3776.66,15.1,Alto,Serviços
2017,9,2017-09-01,Sul,SC,Veículos,3386514.27,65.24,17.53,10963,2863.39,177.5,Alto,Agropecuária
2017,9,2017-09-01,Sul,RS,Cartão,6052587.02,19.73,17.36,6954,1892.11,232.0,Médio,Serviços
2017,9,2017-09-01,Sul,RS,Empresarial,2874027.43,33.1,18.66,30897,4914.6,190.3,Baixo,Indústria
2017,10,2017-10-01,Norte,AM,Imobiliário,2610327.95,62.74,7.5,38707,3907.22,79.4,Baixo,Agropecuária
2017,10,2017-10-01,Norte,PA,Cartão,9688152.68,61.49,5.37,32064,3895.67,205.4,Alto,Indústria
2017,10,2017-10-01,Norte,PA,Cartão,9915356.61,56.89,5.6,20873,2871.23,74.8,Alto,Agropecuária
2017,10,2017-10-01,Norte,RO,Crédito pessoal,1519259.16,66.9,9.62,16377,4132.5,134.0,Médio,Agropecuária
2017,10,2017-10-01,Norte,TO,Empresarial,308202.26,12.15,12.52,43281,2247.47,132.1,Alto,Serviços
2017,10,2017-10-01,Nordeste,BA,Empresarial,8082181.61,46.44,11.16,45432,4743.94,237.2,Baixo,Comércio
2017,10,2017-10-01,Nordeste,BA,Crédito pessoal,1374733.89,26.96,13.03,13950,2168.42,176.7,Baixo,Agropecuária
2017,10,2017-10-01,Nordeste,PE,Imobiliário,9892778.4,60.02,14.31,16257,1798.83,7.3,Baixo,Indústria
2017,10,2017-10-01,Nordeste,PE,Cartão,7660535.27,36.21,17.68,18964,2978.15,70.6,Médio,Indústria
2017,10,2017-10-01,Nordeste,CE,Imobiliário,1533275.62,59.01,9.35,41327,3296.63,226.3,Baixo,Comércio
2017,10,2017-10-01,Nordeste,CE,Veículos,1239077.59,76.97,4.61,21920,5146.29,232.9,Alto,Comércio
2017,10,2017-10-01,Nordeste,MA,Empresarial,6919464.32,18.22,3.0,45920,5486.29,97.1,Baixo,Agropecuária
2017,10,2017-10-01,Nordeste,PB,Cartão,5725099.12,67.72,17.46,4121,4089.38,158.2,Alto,Serviços
2017,10,2017-10-01,Centro-Oeste,DF,Veículos,2284246.65,57.55,4.37,5900,5412.52,162.0,Baixo,Agropecuária
2017,10,2017-10-01,Centro-Oeste,GO,Empresarial,5169210.64,74.08,16.77,39068,4455.06,9.5,Médio,Agropecuária
2017,10,2017-10-01,Centro-Oeste,GO,Empresarial,331591.93,68.73,14.42,11800,4288.32,39.7,Baixo,Agropecuária
2017,10,2017-10-01,Centro-Oeste,MT,Cartão,4723280.93,35.05,10.41,16969,4722.6,185.3,Baixo,Agropecuária
2017,10,2017-10-01,Centro-Oeste,MS,Cartão,5490222.37,69.85,19.35,17387,2006.81,35.3,Médio,Indústria
2017,10,2017-10-01,Sudeste,SP,Crédito pessoal,9894085.48,22.8,5.07,32402,2472.38,80.0,Médio,Serviços
2017,10,2017-10-01,Sudeste,SP,Veículos,702793.78,89.44,18.28,41865,2309.92,94.0,Alto,Comércio
2017,10,2017-10-01,Sudeste,SP,Imobiliário,8711252.23,80.23,6.97,3994,4416.06,76.8,Baixo,Agropecuária
2017,10,2017-10-01,Sudeste,RJ,Cartão,1653092.23,52.21,9.51,9303,3788.53,221.1,Médio,Indústria
2017,10,2017-10-01,Sudeste,RJ,Empresarial,490245.99,44.41,4.46,5164,1750.92,155.0,Alto,Comércio
2017,10,2017-10-01,Sudeste,RJ,Veículos,6789815.89,33.96,8.13,29132,5909.52,223.2,Alto,Agropecuária
2017,10,2017-10-01,Sudeste,RJ,Veículos,4659071.25,44.81,5.35,38186,5677.5,46.8,Alto,Agropecuária
2017,10,2017-10-01,Sudeste,MG,Empresarial,3496109.08,49.16,19.25,13249,5062.41,131.7,Alto,Indústria
2017,10,2017-10-01,Sudeste,MG,Imobiliário,4990649.24,79.85,14.61,24806,4376.1,187.4,Alto,Indústria
2017,10,2017-10-01,Sudeste,MG,Crédito pessoal,332562.34,75.87,15.04,14335,2115.09,176.5,Alto,Comércio
2017,10,2017-10-01,Sudeste,ES,Cartão,2003238.15,71.09,13.3,32731,1723.86,227.3,Baixo,Indústria
2017,10,2017-10-01,Sudeste,ES,Veículos,9866299.0,55.44,4.26,8445,4808.57,191.3,Baixo,Serviços
2017,10,2017-10-01,Sudeste,ES,Empresarial,9248653.79,45.86,14.32,45934,2856.03,131.9,Baixo,Comércio
2017,10,2017-10-01,Sul,PR,Cartão,4386322.76,53.47,4.63,20467,2319.38,133.7,Baixo,Indústria
2017,10,2017-10-01,Sul,PR,Veículos,4264844.02,30.36,10.53,5391,4023.83,90.9,Médio,Agropecuária
2017,10,2017-10-01,Sul,SC,Veículos,3333799.14,40.57,13.5,12570,3193.19,62.7,Médio,Indústria
2017,10,2017-10-01,Sul,SC,Veículos,7418773.84,87.16,10.73,21207,4450.79,151.8,Alto,Serviços
2017,10,2017-10-01,Sul,RS,Cartão,4291466.6,62.21,19.02,6029,3032.5,44.6,Médio,Serviços
2017,10,2017-10-01,Sul,RS,Empresarial,7831423.24,80.69,15.73,42654,4556.84,120.6,Alto,Serviços
2017,11,2017-11-01,Norte,AM,Crédito pessoal,440227.88,84.46,2.33,48214,3123.77,228.6,Alto,Indústria
2017,11,2017-11-01,Norte,PA,Veículos,3421555.86,87.83,13.37,36895,3882.49,22.3,Alto,Comércio
2017,11,2017-11-01,Norte,PA,Crédito pessoal,9609249.65,23.22,14.15,48415,3607.52,215.4,Baixo,Indústria
2017,11,2017-11-01,Norte,RO,Crédito pessoal,6955613.33,89.52,19.46,45987,1515.17,217.8,Baixo,Comércio
2017,11,2017-11-01,Norte,TO,Empresarial,4238060.5,38.73,4.62,8339,5135.82,93.0,Médio,Comércio
2017,11,2017-11-01,Nordeste,BA,Crédito pessoal,2887277.94,7.7,7.83,10241,2487.0,216.6,Alto,Serviços
2017,11,2017-11-01,Nordeste,BA,Cartão,3075116.18,6.3,9.22,9576,4950.94,75.8,Médio,Comércio
2017,11,2017-11-01,Nordeste,PE,Veículos,1443593.65,62.91,16.66,27409,1570.15,216.1,Alto,Serviços
2017,11,2017-11-01,Nordeste,PE,Imobiliário,9000786.64,53.71,5.85,39607,3940.69,160.8,Baixo,Indústria
2017,11,2017-11-01,Nordeste,CE,Cartão,2229582.39,29.53,11.72,3491,3651.6,146.8,Baixo,Agropecuária
2017,11,2017-11-01,Nordeste,CE,Imobiliário,5328850.92,46.99,9.3,47740,3991.61,155.3,Médio,Agropecuária
2017,11,2017-11-01,Nordeste,MA,Cartão,6281471.14,66.2,12.15,28208,4483.62,26.3,Alto,Comércio
2017,11,2017-11-01,Nordeste,PB,Imobiliário,4398422.69,6.98,4.39,14501,2962.82,82.5,Alto,Serviços
2017,11,2017-11-01,Centro-Oeste,DF,Cartão,3184478.48,22.65,9.5,20418,4803.3,199.4,Médio,Comércio
2017,11,2017-11-01,Centro-Oeste,GO,Cartão,4787849.1,74.93,19.02,40092,2254.7,145.9,Baixo,Comércio
2017,11,2017-11-01,Centro-Oeste,GO,Imobiliário,3057199.76,46.97,14.87,1662,1891.16,159.8,Baixo,Agropecuária
2017,11,2017-11-01,Centro-Oeste,MT,Cartão,7844494.17,47.96,7.34,25256,5514.24,89.5,Médio,Agropecuária
2017,11,2017-11-01,Centro-Oeste,MS,Crédito pessoal,3007823.33,51.21,4.01,27626,4879.03,17.7,Alto,Agropecuária
2017,11,2017-11-01,Sudeste,SP,Empresarial,7806325.03,82.52,19.19,16171,4420.86,67.3,Médio,Comércio
2017,11,2017-11-01,Sudeste,SP,Crédito pessoal,4422517.72,17.0,1.43,5205,4404.38,200.5,Médio,Agropecuária
2017,11,2017-11-01,Sudeste,SP,Imobiliário,2988176.08,35.34,16.76,20771,5349.69,132.1,Alto,Serviços
2017,11,2017-11-01,Sudeste,RJ,Veículos,9217970.36,20.11,3.39,6275,3589.94,126.7,Alto,Agropecuária
2017,11,2017-11-01,Sudeste,RJ,Crédito pessoal,8251430.35,63.02,1.9,21795,5726.05,51.3,Baixo,Agropecuária
2017,11,2017-11-01,Sudeste,RJ,Crédito pessoal,9952255.86,13.61,1.97,9658,4190.59,90.0,Alto,Serviços
2017,11,2017-11-01,Sudeste,RJ,Empresarial,2351523.46,56.29,18.44,31603,5163.15,168.7,Alto,Indústria
2017,11,2017-11-01,Sudeste,MG,Empresarial,1166754.16,40.74,7.12,24962,2528.21,99.5,Baixo,Indústria
2017,11,2017-11-01,Sudeste,MG,Imobiliário,8096132.16,62.09,16.16,23040,3690.0,123.9,Alto,Comércio
2017,11,2017-11-01,Sudeste,MG,Empresarial,9058835.02,71.38,16.59,43278,5348.55,193.1,Alto,Agropecuária
2017,11,2017-11-01,Sudeste,ES,Imobiliário,3233794.45,89.0,15.45,19604,5778.39,150.7,Médio,Indústria
2017,11,2017-11-01,Sudeste,ES,Crédito pessoal,9242725.25,37.33,2.24,32509,4553.35,103.0,Alto,Agropecuária
2017,11,2017-11-01,Sudeste,ES,Crédito pessoal,5854525.0,32.13,18.47,30546,2669.35,45.6,Baixo,Comércio
2017,11,2017-11-01,Sul,PR,Imobiliário,8205190.99,80.27,16.99,16066,5961.24,43.5,Alto,Agropecuária
2017,11,2017-11-01,Sul,PR,Empresarial,5855512.1,81.81,13.46,47811,1744.89,39.4,Médio,Indústria
2017,11,2017-11-01,Sul,SC,Empresarial,1716441.53,44.53,17.97,49460,5091.67,121.2,Médio,Agropecuária
2017,11,2017-11-01,Sul,SC,Cartão,3224068.89,27.65,13.61,22804,3046.26,178.2,Médio,Comércio
2017,11,2017-11-01,Sul,RS,Empresarial,6925170.04,76.95,13.97,37739,2634.11,216.4,Médio,Comércio
2017,11,2017-11-01,Sul,RS,Empresarial,2804641.06,73.8,17.06,5924,2423.03,108.8,Médio,Comércio
2017,12,2017-12-01,Norte,AM,Cartão,9601577.38,9.43,3.88,27839,1537.81,131.9,Médio,Comércio
2017,12,2017-12-01,Norte,PA,Imobiliário,950443.66,31.43,15.55,8491,2312.08,28.9,Médio,Indústria
2017,12,2017-12-01,Norte,PA,Empresarial,6016005.37,54.63,3.45,31465,4512.63,168.0,Alto,Agropecuária
2017,12,2017-12-01,Norte,RO,Crédito pessoal,1557158.67,37.2,2.21,8752,4510.14,74.4,Alto,Agropecuária
2017,12,2017-12-01,Norte,TO,Veículos,4564679.33,62.7,11.08,12849,2600.05,74.4,Médio,Serviços
2017,12,2017-12-01,Nordeste,BA,Empresarial,2895750.49,63.0,9.96,12536,3237.75,104.8,Médio,Agropecuária
2017,12,2017-12-01,Nordeste,BA,Cartão,8816905.68,51.54,10.97,44652,1821.16,21.0,Alto,Comércio
2017,12,2017-12-01,Nordeste,PE,Imobiliário,2951744.32,38.71,14.25,2284,5883.92,123.8,Médio,Agropecuária
2017,12,2017-12-01,Nordeste,PE,Crédito pessoal,133989.13,66.37,19.3,31516,5364.51,121.7,Baixo,Agropecuária
2017,12,2017-12-01,Nordeste,CE,Empresarial,1154772.34,32.03,19.57,4002,3428.25,235.6,Médio,Agropecuária
2017,12,2017-12-01,Nordeste,CE,Cartão,5462814.69,13.19,11.59,26430,1716.9,11.5,Alto,Comércio
2017,12,2017-12-01,Nordeste,MA,Empresarial,8257586.84,88.34,11.48,31466,3139.37,148.5,Alto,Serviços
2017,12,2017-12-01,Nordeste,PB,Veículos,5396856.28,49.86,13.72,695,1840.17,146.6,Baixo,Comércio
2017,12,2017-12-01,Centro-Oeste,DF,Cartão,3634317.89,21.26,18.02,17133,5816.5,67.5,Alto,Indústria
2017,12,2017-12-01,Centro-Oeste,GO,Imobiliário,4714677.04,83.29,11.26,9389,5469.77,222.5,Baixo,Indústria
