ano,mes,data,regiao,uf,modalidade_credito,valor_credito,taxa_juros,inadimplencia_percentual,quantidade_clientes,renda_media,prazo_medio_pagamento,risco_credito,setor_economico,periodo,ano_mes,nome_mes,trimestre,credito_medio_por_cliente,risco_credito_normalizado,risco_score,faixa_inadimplencia,faixa_juros,faixa_renda,faixa_prazo_pagamento,operacao_critica,participacao_credito_percentual,ordem_periodo,periodo_rotulo
2017,8,2017-08-01,Sul,SC,Imobiliário,3222101.35,84.25,3.29,38219,2660.12,112.0,Alto,Agropecuária,2017-08,2017-08,Aug,T3,84.3062704414035,alto,3,Media,Juros altos,Renda baixa,Medio prazo,Sim,0.014355706032455312,201708,Aug/2017
2017,8,2017-08-01,Sul,RS,Cartão,4769666.0,76.61,15.25,15621,4753.07,122.5,Baixo,Agropecuária,2017-08,2017-08,Aug,T3,305.3367902182959,baixo,1,Critica,Juros altos,Renda alta,Medio prazo,Sim,0.021250704286194164,201708,Aug/2017
2017,8,2017-08-01,Sul,RS,Crédito pessoal,9555566.91,59.73,18.42,28552,5943.65,138.1,Alto,Serviços,2017-08,2017-08,Aug,T3,334.6724190949846,alto,3,Critica,Juros medios,Renda alta,Medio prazo,Sim,0.04257374136707939,201708,Aug/2017
2017,9,2017-09-01,Norte,AM,Veículos,4484667.08,11.11,7.67,16104,2620.15,212.4,Médio,Comércio,2017-09,2017-09,Sep,T3,278.4815623447591,medio,2,Alta,Juros baixos,Renda baixa,Longo prazo,Sim,0.019980924018392455,201709,Sep/2017
2017,9,2017-09-01,Norte,PA,Cartão,4095942.41,53.73,10.44,7585,4362.3,219.9,Baixo,Agropecuária,2017-09,2017-09,Sep,T3,540.0055912986157,baixo,1,Critica,Juros medios,Renda media,Longo prazo,Sim,0.018249005470863465,201709,Sep/2017
2017,9,2017-09-01,Norte,PA,Crédito pessoal,2939413.01,40.03,14.86,23900,4058.43,94.3,Médio,Comércio,2017-09,2017-09,Sep,T3,122.9879920502092,medio,2,Critica,Juros medios,Renda media,Medio prazo,Sim,0.013096220291001904,201709,Sep/2017
2017,9,2017-09-01,Norte,RO,Veículos,5517371.64,42.51,10.01,7979,5014.86,86.6,Alto,Indústria,2017-09,2017-09,Sep,T3,691.4866073442787,alto,3,Critica,Juros medios,Renda alta,Medio prazo,Sim,0.024582021709418252,201709,Sep/2017
2017,9,2017-09-01,Norte,TO,Imobiliário,1529459.28,82.21,1.57,3708,5019.44,191.3,Médio,Serviços,2017-09,2017-09,Sep,T3,412.47553398058255,medio,2,Baixa,Juros altos,Renda alta,Longo prazo,Sim,0.006814331837293311,201709,Sep/2017
2017,9,2017-09-01,Nordeste,BA,Cartão,6211688.79,25.45,18.07,26404,4254.85,26.8,Baixo,Serviços,2017-09,2017-09,Sep,T3,235.2555972579912,baixo,1,Critica,Juros baixos,Renda media,Curto prazo,Sim,0.027675472788693638,201709,Sep/2017
2017,9,2017-09-01,Nordeste,BA,Empresarial,8814659.45,37.47,5.35,24440,1755.45,131.9,Baixo,Serviços,2017-09,2017-09,Sep,T3,360.6652802782324,baixo,1,Media,Juros medios,Renda baixa,Medio prazo,Nao,0.03927271246151342,201709,Sep/2017
2017,9,2017-09-01,Nordeste,PE,Imobiliário,512084.57,15.12,14.98,26516,5688.87,86.3,Médio,Agropecuária,2017-09,2017-09,Sep,T3,19.312285789711872,medio,2,Critica,Juros baixos,Renda alta,Medio prazo,Sim,0.0022815345490843375,201709,Sep/2017
2017,9,2017-09-01,Nordeste,PE,Veículos,6335295.96,81.88,10.56,22775,5717.11,36.8,Alto,Serviços,2017-09,2017-09,Sep,T3,278.1688676180022,alto,3,Critica,Juros altos,Renda alta,Curto prazo,Sim,0.028226190473605604,201709,Sep/2017
2017,9,2017-09-01,Nordeste,CE,Empresarial,4622725.43,72.97,4.68,17979,2113.28,187.7,Médio,Indústria,2017-09,2017-09,Sep,T3,257.118050503365,medio,2,Media,Juros altos,Renda baixa,Longo prazo,Sim,0.020596027291889987,201709,Sep/2017
2017,9,2017-09-01,Nordeste,CE,Empresarial,4792965.81,27.97,10.51,25815,2118.01,221.3,Médio,Comércio,2017-09,2017-09,Sep,T3,185.66592330040672,medio,2,Critica,Juros baixos,Renda baixa,Longo prazo,Sim,0.02135451393916242,201709,Sep/2017
2017,9,2017-09-01,Nordeste,MA,Crédito pessoal,1602266.06,21.89,5.3,6063,5221.2,222.8,Médio,Indústria,2017-09,2017-09,Sep,T3,264.2695134421903,medio,2,Media,Juros baixos,Renda alta,Longo prazo,Nao,0.00713871416339539,201709,Sep/2017
2017,9,2017-09-01,Nordeste,PB,Crédito pessoal,6190378.33,29.12,4.92,22498,5974.41,100.9,Baixo,Agropecuária,2017-09,2017-09,Sep,T3,275.152383767446,baixo,1,Media,Juros baixos,Renda alta,Medio prazo,Nao,0.02758052645835043,201709,Sep/2017
2017,9,2017-09-01,Centro-Oeste,DF,Crédito pessoal,8691161.32,78.07,7.08,5050,5668.29,112.9,Baixo,Agropecuária,2017-09,2017-09,Sep,T3,1721.0220435643564,baixo,1,Alta,Juros altos,Renda alta,Medio prazo,Sim,0.03872248059191753,201709,Sep/2017
2017,9,2017-09-01,Centro-Oeste,GO,Crédito pessoal,8395823.02,7.83,18.35,560,5261.49,23.0,Médio,Agropecuária,2017-09,2017-09,Sep,T3,14992.541107142857,medio,2,Critica,Juros baixos,Renda alta,Curto prazo,Sim,0.03740663439268947,201709,Sep/2017
2017,9,2017-09-01,Centro-Oeste,GO,Empresarial,5036892.54,6.83,15.64,39515,2665.9,97.8,Baixo,Serviços,2017-09,2017-09,Sep,T3,127.46786131848665,baixo,1,Critica,Juros baixos,Renda baixa,Medio prazo,Sim,0.022441301736615814,201709,Sep/2017
2017,9,2017-09-01,Centro-Oeste,MT,Cartão,6050045.46,26.59,3.96,16297,4292.22,34.7,Baixo,Agropecuária,2017-09,2017-09,Sep,T3,371.2367589126833,baixo,1,Media,Juros baixos,Renda media,Curto prazo,Nao,0.02695528931973256,201709,Sep/2017
2017,9,2017-09-01,Centro-Oeste,MS,Cartão,437290.28,37.08,15.7,25728,5919.16,97.0,Baixo,Comércio,2017-09,2017-09,Sep,T3,16.996668221393037,baixo,1,Critica,Juros medios,Renda alta,Medio prazo,Sim,0.001948297098267897,201709,Sep/2017
2017,9,2017-09-01,Sudeste,SP,Imobiliário,527990.04,64.76,11.88,14570,4564.8,156.7,Baixo,Serviços,2017-09,2017-09,Sep,T3,36.23816334934798,baixo,1,Critica,Juros altos,Renda alta,Medio prazo,Sim,0.002352399561331093,201709,Sep/2017
2017,9,2017-09-01,Sudeste,SP,Cartão,3655181.54,9.67,6.71,28198,3320.39,90.4,Baixo,Comércio,2017-09,2017-09,Sep,T3,129.62555996879212,baixo,1,Alta,Juros baixos,Renda media,Medio prazo,Sim,0.016285245553650043,201709,Sep/2017
2017,9,2017-09-01,Sudeste,SP,Veículos,6510299.84,12.48,6.85,13641,3848.61,106.8,Médio,Comércio,2017-09,2017-09,Sep,T3,477.2597199618796,medio,2,Alta,Juros baixos,Renda media,Medio prazo,Sim,0.029005900353252654,201709,Sep/2017
2017,9,2017-09-01,Sudeste,RJ,Veículos,5362173.05,12.96,17.55,25116,5715.16,190.1,Médio,Agropecuária,2017-09,2017-09,Sep,T3,213.49629917184265,medio,2,Critica,Juros baixos,Renda alta,Longo prazo,Sim,0.023890552046401118,201709,Sep/2017
2017,9,2017-09-01,Sudeste,RJ,Crédito pessoal,7945445.03,8.9,11.25,5216,5273.12,138.8,Médio,Indústria,2017-09,2017-09,Sep,T3,1523.2831729294478,medio,2,Critica,Juros baixos,Renda alta,Medio prazo,Sim,0.035400026491318494,201709,Sep/2017
2017,9,2017-09-01,Sudeste,RJ,Cartão,6642213.56,60.32,16.12,41649,1904.59,217.8,Baixo,Serviços,2017-09,2017-09,Sep,T3,159.480745275997,baixo,1,Critica,Juros medios,Renda baixa,Longo prazo,Sim,0.029593626926772015,201709,Sep/2017
2017,9,2017-09-01,Sudeste,RJ,Empresarial,7131836.46,86.95,12.37,10756,2348.4,42.1,Alto,Indústria,2017-09,2017-09,Sep,T3,663.0565693566382,alto,3,Critica,Juros altos,Renda baixa,Curto prazo,Sim,0.03177508606031487,201709,Sep/2017
2017,9,2017-09-01,Sudeste,MG,Veículos,8859010.97,20.23,5.89,37486,4298.41,12.8,Alto,Agropecuária,2017-09,2017-09,Sep,T3,236.32852184815667,alto,3,Media,Juros baixos,Renda media,Curto prazo,Sim,0.039470315613634184,201709,Sep/2017
2017,9,2017-09-01,Sudeste,MG,Crédito pessoal,1867861.88,74.6,19.8,21171,5792.99,135.8,Baixo,Comércio,2017-09,2017-09,Sep,T3,88.22738085116433,baixo,1,Critica,Juros altos,Renda alta,Medio prazo,Sim,0.008322046126360774,201709,Sep/2017
2017,9,2017-09-01,Sudeste,MG,Imobiliário,5921889.67,69.47,14.35,16436,3936.45,6.5,Médio,Serviços,2017-09,2017-09,Sep,T3,360.29993124847897,medio,2,Critica,Juros altos,Renda media,Curto prazo,Sim,0.02638430577584215,201709,Sep/2017
2017,9,2017-09-01,Sudeste,ES,Cartão,2563789.68,69.64,9.12,2523,4231.87,205.5,Alto,Agropecuária,2017-09,2017-09,Sep,T3,1016.1671343638526,alto,3,Alta,Juros altos,Renda media,Longo prazo,Sim,0.011422673273490506,201709,Sep/2017
2017,9,2017-09-01,Sudeste,ES,Imobiliário,973862.0,25.75,3.51,17338,3928.35,60.1,Baixo,Comércio,2017-09,2017-09,Sep,T3,56.16922367055024,baixo,1,Media,Juros baixos,Renda media,Curto prazo,Nao,0.004338931358623774,201709,Sep/2017
2017,9,2017-09-01,Sudeste,ES,Empresarial,5569185.13,14.62,18.13,37105,1507.8,108.7,Alto,Agropecuária,2017-09,2017-09,Sep,T3,150.0925786282172,alto,3,Critica,Juros baixos,Renda baixa,Medio prazo,Sim,0.02481287082003222,201709,Sep/2017
2017,9,2017-09-01,Sul,PR,Empresarial,7142426.03,71.19,2.28,26710,4266.98,200.7,Alto,Comércio,2017-09,2017-09,Sep,T3,267.4064406589292,alto,3,Baixa,Juros altos,Renda media,Longo prazo,Sim,0.03182226668482568,201709,Sep/2017
2017,9,2017-09-01,Sul,PR,Crédito pessoal,1336825.25,33.25,2.81,18130,1777.63,226.3,Alto,Serviços,2017-09,2017-09,Sep,T3,73.73553502482073,alto,3,Baixa,Juros baixos,Renda baixa,Longo prazo,Sim,0.0059560728298517305,201709,Sep/2017
2017,9,2017-09-01,Sul,SC,Crédito pessoal,3125104.89,24.79,8.04,19758,3776.66,15.1,Alto,Serviços,2017-09,2017-09,Sep,T3,158.16909049498938,alto,3,Alta,Juros baixos,Renda media,Curto prazo,Sim,0.01392354933882778,201709,Sep/2017
2017,9,2017-09-01,Sul,SC,Veículos,3386514.27,65.24,17.53,10963,2863.39,177.5,Alto,Agropecuária,2017-09,2017-09,Sep,T3,308.90397427711395,alto,3,Critica,Juros altos,Renda baixa,Longo prazo,Sim,0.015088229094604673,201709,Sep/2017
2017,9,2017-09-01,Sul,RS,Cartão,6052587.02,19.73,17.36,6954,1892.11,232.0,Médio,Serviços,2017-09,2017-09,Sep,T3,870.3748950244463,medio,2,Critica,Juros baixos,Renda baixa,Longo prazo,Sim,0.026966612951195564,201709,Sep/2017
2017,9,2017-09-01,Sul,RS,Empresarial,2874027.43,33.1,18.66,30897,4914.6,190.3,Baixo,Indústria,2017-09,2017-09,Sep,T3,93.01962747192285,baixo,1,Critica,Juros baixos,Renda alta,Longo prazo,Sim,0.012804902277295853,201709,Sep/2017
2017,10,2017-10-01,Norte,AM,Imobiliário,2610327.95,62.74,7.5,38707,3907.22,79.4,Baixo,Agropecuária,2017-10,2017-10,Oct,T4,67.43813651277547,baixo,1,Alta,Juros altos,Renda media,Curto prazo,Sim,0.01163001924148094,201710,Oct/2017
2017,10,2017-10-01,Norte,PA,Cartão,9688152.68,61.49,5.37,32064,3895.67,205.4,Alto,Indústria,2017-10,2017-10,Oct,T4,302.1504703093812,alto,3,Media,Juros medios,Renda media,Longo prazo,Sim,0.043164462182924225,201710,Oct/2017
2017,10,2017-10-01,Norte,PA,Cartão,9915356.61,56.89,5.6,20873,2871.23,74.8,Alto,Agropecuária,2017-10,2017-10,Oct,T4,475.03265510468066,alto,3,Media,Juros medios,Renda baixa,Curto prazo,Sim,0.044176743447291826,201710,Oct/2017
2017,10,2017-10-01,Norte,RO,Crédito pessoal,1519259.16,66.9,9.62,16377,4132.5,134.0,Médio,Agropecuária,2017-10,2017-10,Oct,T4,92.76785491848324,medio,2,Alta,Juros altos,Renda media,Medio prazo,Sim,0.006768886362955339,201710,Oct/2017
2017,10,2017-10-01,Norte,TO,Empresarial,308202.26,12.15,12.52,43281,2247.47,132.1,Alto,Serviços,2017-10,2017-10,Oct,T4,7.120959774496892,alto,3,Critica,Juros baixos,Renda baixa,Medio prazo,Sim,0.001373160109658984,201710,Oct/2017
2017,10,2017-10-01,Nordeste,BA,Empresarial,8082181.61,46.44,11.16,45432,4743.94,237.2,Baixo,Comércio,2017-10,2017-10,Oct,T4,177.89623195104772,baixo,1,Critica,Juros medios,Renda alta,Longo prazo,Sim,0.03600924076893993,201710,Oct/2017
2017,10,2017-10-01,Nordeste,BA,Crédito pessoal,1374733.89,26.96,13.03,13950,2168.42,176.7,Baixo,Agropecuária,2017-10,2017-10,Oct,T4,98.54723225806451,baixo,1,Critica,Juros baixos,Renda baixa,Longo prazo,Sim,0.006124970463046967,201710,Oct/2017
2017,10,2017-10-01,Nordeste,PE,Imobiliário,9892778.4,60.02,14.31,16257,1798.83,7.3,Baixo,Indústria,2017-10,2017-10,Oct,T4,608.5242295626499,baixo,1,Critica,Juros medios,Renda baixa,Curto prazo,Sim,0.04407614880103744,201710,Oct/2017
2017,10,2017-10-01,Nordeste,PE,Cartão,7660535.27,36.21,17.68,18964,2978.15,70.6,Médio,Indústria,2017-10,2017-10,Oct,T4,403.9514485340645,medio,2,Critica,Juros medios,Renda media,Curto prazo,Sim,0.034130643465754326,201710,Oct/2017
2017,10,2017-10-01,Nordeste,CE,Imobiliário,1533275.62,59.01,9.35,41327,3296.63,226.3,Baixo,Comércio,2017-10,2017-10,Oct,T4,37.10106274348489,baixo,1,Alta,Juros medios,Renda media,Longo prazo,Sim,0.006831335106032795,201710,Oct/2017
2017,10,2017-10-01,Nordeste,CE,Veículos,1239077.59,76.97,4.61,21920,5146.29,232.9,Alto,Comércio,2017-10,2017-10,Oct,T4,56.52726231751825,alto,3,Media,Juros altos,Renda alta,Longo prazo,Sim,0.005520569250077497,201710,Oct/2017
2017,10,2017-10-01,Nordeste,MA,Empresarial,6919464.32,18.22,3.0,45920,5486.29,97.1,Baixo,Agropecuária,2017-10,2017-10,Oct,T4,150.6851986062718,baixo,1,Baixa,Juros baixos,Renda alta,Medio prazo,Nao,0.030828886149091277,201710,Oct/2017
2017,10,2017-10-01,Nordeste,PB,Cartão,5725099.12,67.72,17.46,4121,4089.38,158.2,Alto,Serviços,2017-10,2017-10,Oct,T4,1389.2499684542588,alto,3,Critica,Juros altos,Renda media,Medio prazo,Sim,0.025507527866368514,201710,Oct/2017
2017,10,2017-10-01,Centro-Oeste,DF,Veículos,2284246.65,57.55,4.37,5900,5412.52,162.0,Baixo,Agropecuária,2017-10,2017-10,Oct,T4,387.16044915254236,baixo,1,Media,Juros medios,Renda alta,Longo prazo,Nao,0.010177201102945082,201710,Oct/2017
2017,10,2017-10-01,Centro-Oeste,GO,Empresarial,5169210.64,74.08,16.77,39068,4455.06,9.5,Médio,Agropecuária,2017-10,2017-10,Oct,T4,132.31316269069313,medio,2,Critica,Juros altos,Renda media,Curto prazo,Sim,0.02303082997922464,201710,Oct/2017
2017,10,2017-10-01,Centro-Oeste,GO,Empresarial,331591.93,68.73,14.42,11800,4288.32,39.7,Baixo,Agropecuária,2017-10,2017-10,Oct,T4,28.10101101694915,baixo,1,Critica,Juros altos,Renda media,Curto prazo,Sim,0.0014773701236351548,201710,Oct/2017
2017,10,2017-10-01,Centro-Oeste,MT,Cartão,4723280.93,35.05,10.41,16969,4722.6,185.3,Baixo,Agropecuária,2017-10,2017-10,Oct,T4,278.3476297955094,baixo,1,Critica,Juros baixos,Renda alta,Longo prazo,Sim,0.02104404088337635,201710,Oct/2017
2017,10,2017-10-01,Centro-Oeste,MS,Cartão,5490222.37,69.85,19.35,17387,2006.81,35.3,Médio,Indústria,2017-10,2017-10,Oct,T4,315.76593834474033,medio,2,Critica,Juros altos,Renda baixa,Curto prazo,Sim,0.024461061225318104,201710,Oct/2017
2017,10,2017-10-01,Sudeste,SP,Crédito pessoal,9894085.48,22.8,5.07,32402,2472.38,80.0,Médio,Serviços,2017-10,2017-10,Oct,T4,305.35415961977657,medio,2,Media,Juros baixos,Renda baixa,Curto prazo,Nao,0.04408197234728961,201710,Oct/2017
2017,10,2017-10-01,Sudeste,SP,Veículos,702793.78,89.44,18.28,41865,2309.92,94.0,Alto,Comércio,2017-10,2017-10,Oct,T4,16.78714391496477,alto,3,Critica,Juros altos,Renda baixa,Medio prazo,Sim,0.0031312177399752095,201710,Oct/2017
2017,10,2017-10-01,Sudeste,SP,Imobiliário,8711252.23,80.23,6.97,3994,4416.06,76.8,Baixo,Agropecuária,2017-10,2017-10,Oct,T4,2181.08468452679,baixo,1,Alta,Juros altos,Renda media,Curto prazo,Sim,0.03881199335596653,201710,Oct/2017
2017,10,2017-10-01,Sudeste,RJ,Cartão,1653092.23,52.21,9.51,9303,3788.53,221.1,Médio,Indústria,2017-10,2017-10,Oct,T4,177.69453187143932,medio,2,Alta,Juros medios,Renda media,Longo prazo,Sim,0.007365164382062658,201710,Oct/2017
2017,10,2017-10-01,Sudeste,RJ,Empresarial,490245.99,44.41,4.46,5164,1750.92,155.0,Alto,Comércio,2017-10,2017-10,Oct,T4,94.93531951975213,alto,3,Media,Juros medios,Renda baixa,Medio prazo,Sim,0.0021842352401578017,201710,Oct/2017
2017,10,2017-10-01,Sudeste,RJ,Veículos,6789815.89,33.96,8.13,29132,5909.52,223.2,Alto,Agropecuária,2017-10,2017-10,Oct,T4,233.07070884250993,alto,3,Alta,Juros baixos,Renda alta,Longo prazo,Sim,0.030251252317477207,201710,Oct/2017
2017,10,2017-10-01,Sudeste,RJ,Veículos,4659071.25,44.81,5.35,38186,5677.5,46.8,Alto,Agropecuária,2017-10,2017-10,Oct,T4,122.00993165034306,alto,3,Media,Juros medios,Renda alta,Curto prazo,Sim,0.020757961958354946,201710,Oct/2017
2017,10,2017-10-01,Sudeste,MG,Empresarial,3496109.08,49.16,19.25,13249,5062.41,131.7,Alto,Indústria,2017-10,2017-10,Oct,T4,263.87720431730696,alto,3,Critica,Juros medios,Renda alta,Medio prazo,Sim,0.01557651630352279,201710,Oct/2017
2017,10,2017-10-01,Sudeste,MG,Imobiliário,4990649.24,79.85,14.61,24806,4376.1,187.4,Alto,Indústria,2017-10,2017-10,Oct,T4,201.18718213335484,alto,3,Critica,Juros altos,Renda media,Longo prazo,Sim,0.022235269973905857,201710,Oct/2017
2017,10,2017-10-01,Sudeste,MG,Crédito pessoal,332562.34,75.87,15.04,14335,2115.09,176.5,Alto,Comércio,2017-10,2017-10,Oct,T4,23.199326124869202,alto,3,Critica,Juros altos,Renda baixa,Longo prazo,Sim,0.0014816936750004636,201710,Oct/2017
2017,10,2017-10-01,Sudeste,ES,Cartão,2003238.15,71.09,13.3,32731,1723.86,227.3,Baixo,Indústria,2017-10,2017-10,Oct,T4,61.203084232073564,baixo,1,Critica,Juros altos,Renda baixa,Longo prazo,Sim,0.008925199697520259,201710,Oct/2017
2017,10,2017-10-01,Sudeste,ES,Veículos,9866299.0,55.44,4.26,8445,4808.57,191.3,Baixo,Serviços,2017-10,2017-10,Oct,T4,1168.3006512729426,baixo,1,Media,Juros medios,Renda alta,Longo prazo,Nao,0.04395817284652074,201710,Oct/2017
2017,10,2017-10-01,Sudeste,ES,Empresarial,9248653.79,45.86,14.32,45934,2856.03,131.9,Baixo,Comércio,2017-10,2017-10,Oct,T4,201.34657965776984,baixo,1,Critica,Juros medios,Renda baixa,Medio prazo,Sim,0.041206324874043354,201710,Oct/2017
2017,10,2017-10-01,Sul,PR,Cartão,4386322.76,53.47,4.63,20467,2319.38,133.7,Baixo,Indústria,2017-10,2017-10,Oct,T4,214.31195387697267,baixo,1,Media,Juros medios,Renda baixa,Medio prazo,Nao,0.01954276208786171,201710,Oct/2017
2017,10,2017-10-01,Sul,PR,Veículos,4264844.02,30.36,10.53,5391,4023.83,90.9,Médio,Agropecuária,2017-10,2017-10,Oct,T4,791.1044370246707,medio,2,Critica,Juros baixos,Renda media,Medio prazo,Sim,0.019001527380693644,201710,Oct/2017
2017,10,2017-10-01,Sul,SC,Veículos,3333799.14,40.57,13.5,12570,3193.19,62.7,Médio,Indústria,2017-10,2017-10,Oct,T4,265.2187064439141,medio,2,Critica,Juros medios,Renda media,Curto prazo,Sim,0.014853362829537418,201710,Oct/2017
2017,10,2017-10-01,Sul,SC,Veículos,7418773.84,87.16,10.73,21207,4450.79,151.8,Alto,Serviços,2017-10,2017-10,Oct,T4,349.82665346347903,alto,3,Critica,Juros altos,Renda media,Medio prazo,Sim,0.03305350291613566,201710,Oct/2017
2017,10,2017-10-01,Sul,RS,Cartão,4291466.6,62.21,19.02,6029,3032.5,44.6,Médio,Serviços,2017-10,2017-10,Oct,T4,711.804047105656,medio,2,Critica,Juros medios,Renda media,Curto prazo,Sim,0.019120141257412803,201710,Oct/2017
2017,10,2017-10-01,Sul,RS,Empresarial,7831423.24,80.69,15.73,42654,4556.84,120.6,Alto,Serviços,2017-10,2017-10,Oct,T4,183.60348947343743,alto,3,Critica,Juros altos,Renda alta,Medio prazo,Sim,0.03489201537660469,201710,Oct/2017
2017,11,2017-11-01,Norte,AM,Crédito pessoal,440227.88,84.46,2.33,48214,3123.77,228.6,Alto,Indústria,2017-11,2017-11,Nov,T4,9.130706433815904,alto,3,Baixa,Juros altos,Renda media,Longo prazo,Sim,0.001961385240899084,201711,Nov/2017
2017,11,2017-11-01,Norte,PA,Veículos,3421555.86,87.83,13.37,36895,3882.49,22.3,Alto,Comércio,2017-11,2017-11,Nov,T4,92.73765713511315,alto,3,Critica,Juros altos,Renda media,Curto prazo,Sim,0.015244352912668256,201711,Nov/2017
2017,11,2017-11-01,Norte,PA,Crédito pessoal,9609249.65,23.22,14.15,48415,3607.52,215.4,Baixo,Indústria,2017-11,2017-11,Nov,T4,198.4767045337189,baixo,1,Critica,Juros baixos,Renda media,Longo prazo,Sim,0.04281291870843048,201711,Nov/2017
2017,11,2017-11-01,Norte,RO,Crédito pessoal,6955613.33,89.52,19.46,45987,1515.17,217.8,Baixo,Comércio,2017-11,2017-11,Nov,T4,151.25173048905125,baixo,1,Critica,Juros altos,Renda baixa,Longo prazo,Sim,0.030989943950989494,201711,Nov/2017
2017,11,2017-11-01,Norte,TO,Empresarial,4238060.5,38.73,4.62,8339,5135.82,93.0,Médio,Comércio,2017-11,2017-11,Nov,T4,508.22166926489984,medio,2,Media,Juros medios,Renda alta,Medio prazo,Nao,0.01888219645411234,201711,Nov/2017
2017,11,2017-11-01,Nordeste,BA,Crédito pessoal,2887277.94,7.7,7.83,10241,2487.0,216.6,Alto,Serviços,2017-11,2017-11,Nov,T4,281.9332037886925,alto,3,Alta,Juros baixos,Renda baixa,Longo prazo,Sim,0.012863938417279503,201711,Nov/2017
2017,11,2017-11-01,Nordeste,BA,Cartão,3075116.18,6.3,9.22,9576,4950.94,75.8,Médio,Comércio,2017-11,2017-11,Nov,T4,321.12742063492067,medio,2,Alta,Juros baixos,Renda alta,Curto prazo,Sim,0.013700830327924643,201711,Nov/2017
2017,11,2017-11-01,Nordeste,PE,Veículos,1443593.65,62.91,16.66,27409,1570.15,216.1,Alto,Serviços,2017-11,2017-11,Nov,T4,52.668599730015686,alto,3,Critica,Juros altos,Renda baixa,Longo prazo,Sim,0.00643176729053516,201711,Nov/2017
2017,11,2017-11-01,Nordeste,PE,Imobiliário,9000786.64,53.71,5.85,39607,3940.69,160.8,Baixo,Indústria,2017-11,2017-11,Nov,T4,227.25242103668546,baixo,1,Media,Juros medios,Renda media,Medio prazo,Nao,0.0401019809835253,201711,Nov/2017
2017,11,2017-11-01,Nordeste,CE,Cartão,2229582.39,29.53,11.72,3491,3651.6,146.8,Baixo,Agropecuária,2017-11,2017-11,Nov,T4,638.6658235462619,baixo,1,Critica,Juros baixos,Renda media,Medio prazo,Sim,0.00993365071088752,201711,Nov/2017
2017,11,2017-11-01,Nordeste,CE,Imobiliário,5328850.92,46.99,9.3,47740,3991.61,155.3,Médio,Agropecuária,2017-11,2017-11,Nov,T4,111.62234855467113,medio,2,Alta,Juros medios,Renda media,Medio prazo,Sim,0.023742089086769117,201711,Nov/2017
2017,11,2017-11-01,Nordeste,MA,Cartão,6281471.14,66.2,12.15,28208,4483.62,26.3,Alto,Comércio,2017-11,2017-11,Nov,T4,222.68403077141235,alto,3,Critica,Juros altos,Renda media,Curto prazo,Sim,0.027986380110976938,201711,Nov/2017
2017,11,2017-11-01,Nordeste,PB,Imobiliário,4398422.69,6.98,4.39,14501,2962.82,82.5,Alto,Serviços,2017-11,2017-11,Nov,T4,303.31857733949386,alto,3,Media,Juros baixos,Renda baixa,Curto prazo,Sim,0.01959667194954042,201711,Nov/2017
2017,11,2017-11-01,Centro-Oeste,DF,Cartão,3184478.48,22.65,9.5,20418,4803.3,199.4,Médio,Comércio,2017-11,2017-11,Nov,T4,155.9642707415026,medio,2,Alta,Juros baixos,Renda alta,Longo prazo,Sim,0.014188081614987105,201711,Nov/2017
2017,11,2017-11-01,Centro-Oeste,GO,Cartão,4787849.1,74.93,19.02,40092,2254.7,145.9,Baixo,Comércio,2017-11,2017-11,Nov,T4,119.42155791679137,baixo,1,Critica,Juros altos,Renda baixa,Medio prazo,Sim,0.02133171701981247,201711,Nov/2017
2017,11,2017-11-01,Centro-Oeste,GO,Imobiliário,3057199.76,46.97,14.87,1662,1891.16,159.8,Baixo,Agropecuária,2017-11,2017-11,Nov,T4,1839.4703730445244,baixo,1,Critica,Juros medios,Renda baixa,Medio prazo,Sim,0.013621005756709957,201711,Nov/2017
2017,11,2017-11-01,Centro-Oeste,MT,Cartão,7844494.17,47.96,7.34,25256,5514.24,89.5,Médio,Agropecuária,2017-11,2017-11,Nov,T4,310.5992306778587,medio,2,Alta,Juros medios,Renda alta,Medio prazo,Sim,0.03495025141832659,201711,Nov/2017
2017,11,2017-11-01,Centro-Oeste,MS,Crédito pessoal,3007823.33,51.21,4.01,27626,4879.03,17.7,Alto,Agropecuária,2017-11,2017-11,Nov,T4,108.87654130167235,alto,3,Media,Juros medios,Renda alta,Curto prazo,Sim,0.01340101468969647,201711,Nov/2017
2017,11,2017-11-01,Sudeste,SP,Empresarial,7806325.03,82.52,19.19,16171,4420.86,67.3,Médio,Comércio,2017-11,2017-11,Nov,T4,482.73607259909716,medio,2,Critica,Juros altos,Renda media,Curto prazo,Sim,0.03478019315701472,201711,Nov/2017
2017,11,2017-11-01,Sudeste,SP,Crédito pessoal,4422517.72,17.0,1.43,5205,4404.38,200.5,Médio,Agropecuária,2017-11,2017-11,Nov,T4,849.6671892411142,medio,2,Baixa,Juros baixos,Renda media,Longo prazo,Nao,0.019704024614757853,201711,Nov/2017
2017,11,2017-11-01,Sudeste,SP,Imobiliário,2988176.08,35.34,16.76,20771,5349.69,132.1,Alto,Serviços,2017-11,2017-11,Nov,T4,143.86288960570025,alto,3,Critica,Juros medios,Renda alta,Medio prazo,Sim,0.013313478602308606,201711,Nov/2017
